43	27
29	28
76	28
94	28
113	33
59	49
45	52
81	57
99	59
29	61
89	61
125	96
135	99
79	104
146	108
103	116
35	120
183	122
57	124
47	125
75	125
104	131
116	131
84	132
205	133
64	135
136	136
34	139
217	139
51	141
153	146
181	148
161	150
218	151
27	153
129	160
197	168
29	174
211	175
144	178
203	199
175	203
213	205
43	208
89	209
162	209
170	217
151	221
122	224
201	232
110	233
51	236
96	240
156	240
182	240
70	249
210	253
148	261
196	263
72	264
100	266
119	269
171	273
197	277
179	278
137	281
102	282
66	283
123	283
239	286
171	290
132	293
86	296
53	297
170	305
197	307
86	308
47	310
140	312
238	312
182	313
200	318
218	320
36	323
56	323
