155	26
109	29
185	30
218	30
129	34
171	47
100	48
146	65
163	66
108	67
215	73
120	84
196	84
218	93
192	101
105	102
77	103
154	106
139	116
163	130
194	134
218	137
39	138
141	139
67	140
98	142
26	149
173	150
190	150
67	155
139	158
51	165
164	165
105	170
218	172
138	178
105	183
171	195
192	195
145	196
125	198
56	201
80	202
198	209
116	210
82	222
106	224
153	226
188	229
86	233
138	237
109	240
32	251
44	251
173	256
58	272
67	272
213	272
173	275
194	280
37	282
81	285
117	285
59	290
163	290
26	292
71	294
196	297
150	298
147	310
134	311
63	312
113	312
170	319
