103	27
42	32
169	33
68	34
115	42
169	48
123	54
35	56
143	56
66	57
192	59
88	61
169	66
85	72
136	75
109	82
190	82
38	83
92	86
66	87
101	97
37	98
139	98
171	99
184	101
154	103
93	111
117	123
82	126
182	132
53	136
125	138
143	138
30	139
207	140
95	144
51	145
31	150
112	152
174	160
196	163
154	164
92	165
33	169
53	174
206	174
30	180
142	180
205	187
177	189
148	190
56	192
47	194
69	194
99	195
139	205
106	211
27	212
159	212
42	214
74	214
98	217
183	218
153	222
69	226
93	228
128	228
37	233
196	233
124	240
178	245
75	252
150	252
111	256
27	261
160	263
193	264
209	275
75	277
96	282
48	289
142	294
125	304
35	305
197	309
108	311
180	312
88	314
37	318
159	324
176	324
70	326
94	327
