94	28
115	31
169	34
144	37
95	47
178	48
165	52
145	54
116	62
180	62
94	69
144	71
176	85
112	88
144	88
145	105
184	114
138	115
101	121
173	125
183	125
120	129
158	129
85	131
175	140
188	143
70	145
161	148
47	150
76	156
93	157
155	157
187	157
137	160
163	163
56	165
114	165
136	176
175	176
194	182
113	184
103	186
161	188
178	191
105	205
115	206
157	212
109	214
179	218
199	218
162	225
117	231
178	232
161	242
121	246
95	248
183	248
202	249
98	256
156	271
97	274
115	275
188	283
165	284
102	293
195	293
123	304
193	309
96	311
166	314
118	321
103	323
139	323
150	327
