127	27
146	29
68	31
95	31
79	36
116	47
137	47
46	57
35	60
96	64
40	76
98	78
129	83
216	87
215	98
47	99
147	100
162	102
26	103
124	105
97	106
49	110
29	111
164	121
103	124
121	125
216	125
36	130
45	130
175	131
122	144
217	147
191	148
141	149
109	150
217	161
168	164
112	168
75	172
37	175
216	180
130	183
82	184
151	189
70	190
36	191
132	200
142	202
64	203
216	203
37	204
216	226
215	240
193	253
215	257
80	273
188	285
175	289
220	293
193	296
162	302
47	305
235	305
143	312
196	312
124	316
36	322
