51	25
182	32
37	38
124	41
67	43
26	50
150	50
75	52
51	57
180	59
129	66
209	70
49	76
179	76
34	78
141	79
29	88
51	91
88	101
72	102
205	103
31	105
149	108
174	109
115	115
131	117
72	124
97	137
148	148
122	158
92	163
33	166
105	169
40	173
140	173
171	177
54	178
195	178
79	179
142	189
54	190
114	195
203	200
82	201
96	202
45	203
111	207
148	212
33	220
116	222
83	224
149	226
55	228
93	230
118	235
57	239
84	240
99	244
138	245
151	249
60	250
92	252
43	255
82	260
107	263
145	274
57	277
146	281
105	283
54	286
81	289
150	298
40	305
133	306
89	311
28	317
106	322
116	324
