237	33
113	50
213	52
151	61
117	62
171	65
75	66
199	70
136	71
179	79
161	80
96	82
126	82
197	83
212	84
116	86
79	87
96	91
148	92
79	96
172	98
213	103
157	104
185	104
206	106
98	112
114	117
165	118
131	124
166	131
116	133
213	135
182	139
93	141
197	142
150	151
213	151
198	155
27	156
214	163
117	171
104	180
216	183
204	185
143	193
109	197
163	198
82	201
216	201
191	204
148	205
128	206
172	212
92	213
189	216
202	217
108	221
72	223
217	223
92	224
196	224
115	225
139	226
167	232
178	238
149	239
201	242
95	244
215	249
106	252
126	253
158	254
125	262
218	265
72	266
160	266
108	270
205	272
176	273
91	276
189	276
144	286
194	287
69	290
171	294
205	299
97	306
219	307
116	312
