119	34
26	37
160	42
135	44
192	47
100	48
126	51
69	52
161	53
194	57
48	59
126	66
208	73
130	74
32	78
56	78
195	90
79	100
194	100
211	100
122	105
62	110
101	114
194	119
211	125
136	126
109	128
69	132
173	134
87	137
117	142
32	143
183	147
25	149
211	152
39	154
72	159
183	161
92	174
161	174
208	174
72	180
108	191
182	198
37	203
74	204
208	204
25	206
120	208
46	220
70	220
83	222
65	233
84	236
39	242
50	246
67	262
48	273
149	277
90	291
49	300
65	300
188	300
75	303
180	311
50	314
91	314
