215	26
147	28
183	34
121	38
154	39
56	41
103	41
198	41
73	42
89	42
168	45
141	51
214	52
47	56
91	63
119	66
177	69
213	70
136	71
93	75
175	77
47	79
116	83
132	89
176	89
215	92
93	95
151	98
119	100
174	101
44	105
203	107
163	108
64	113
127	117
144	122
155	125
79	129
214	134
37	135
174	137
48	138
139	139
83	146
215	152
178	155
42	162
105	165
184	166
172	169
165	173
216	174
130	175
81	177
35	184
165	185
134	193
89	194
65	195
214	197
191	201
169	204
40	206
133	206
111	207
105	211
144	215
174	215
61	225
174	227
45	229
162	229
184	231
215	231
134	238
113	243
182	243
62	245
77	245
49	248
170	250
214	252
103	257
114	258
48	261
214	265
93	269
114	270
169	272
57	273
149	280
195	281
212	281
115	283
89	287
41	291
114	294
31	299
80	301
126	301
48	302
106	307
157	311
124	317
157	325
196	326
214	327
