137	25
177	28
116	31
189	35
59	38
30	40
86	42
218	43
177	45
139	48
239	48
154	50
192	53
120	56
103	58
40	61
162	62
26	73
182	124
200	127
178	132
26	142
178	149
162	152
150	153
225	155
45	158
201	163
188	164
155	165
92	169
43	174
77	180
148	182
223	182
207	184
95	188
229	188
27	190
117	192
54	194
145	199
236	200
115	207
53	210
129	212
183	213
213	215
30	218
106	226
189	231
231	231
108	234
54	236
71	236
125	236
147	237
211	242
106	245
227	246
65	247
131	247
169	250
54	253
33	262
80	263
192	265
181	267
156	268
105	273
66	276
136	276
236	278
122	282
53	283
219	284
186	286
151	290
133	292
157	294
205	295
229	295
56	297
102	297
69	299
85	299
28	309
184	313
94	315
40	316
205	317
70	318
132	318
212	318
111	321
157	326
