158	25
31	38
187	38
148	40
75	41
222	49
160	54
173	55
30	57
112	60
222	65
68	72
152	74
32	78
222	81
154	88
32	89
121	89
91	91
223	92
227	104
130	107
65	117
138	118
221	123
63	129
30	139
223	141
145	142
55	143
221	153
128	162
68	165
222	165
26	175
225	176
224	182
70	187
223	193
30	198
67	204
82	216
223	217
156	221
222	227
69	253
221	255
29	256
86	256
65	268
29	270
226	277
59	282
84	283
31	290
37	301
84	303
57	304
207	309
63	319
219	319
82	323
128	325
