151	27
183	28
205	30
230	32
91	34
44	36
201	38
103	39
168	44
110	46
135	49
75	50
185	55
238	56
34	58
87	59
225	67
192	73
238	73
90	75
171	77
208	77
55	79
28	80
77	87
103	90
180	90
141	91
236	91
57	97
219	97
159	98
191	101
222	111
29	120
84	121
165	123
45	125
212	135
32	137
137	141
74	142
107	143
230	144
210	148
135	151
88	152
37	156
238	158
55	160
75	162
117	170
130	172
92	173
73	174
45	178
236	179
140	187
44	191
184	194
65	195
235	195
76	204
201	204
132	214
158	216
205	217
45	219
120	221
232	223
157	226
104	228
239	232
218	237
57	238
203	239
120	242
142	244
37	246
190	248
161	253
170	253
200	253
66	258
131	262
182	263
234	263
95	264
227	272
198	285
32	286
169	288
57	292
113	293
98	297
191	299
134	303
221	308
63	310
83	317
185	317
148	323
140	324
103	325
52	326
201	326
