25	26
121	27
145	30
140	37
108	39
125	43
91	45
178	50
207	56
219	59
191	63
151	64
91	65
106	68
136	71
127	72
70	74
46	82
82	84
163	86
207	87
35	88
125	94
223	94
114	101
78	107
226	127
69	131
46	135
91	135
181	137
114	140
35	152
102	153
72	154
44	155
54	155
91	157
146	161
230	175
63	176
157	176
96	180
133	188
188	209
196	210
170	213
105	220
130	220
164	227
91	230
133	236
199	240
159	242
195	250
71	252
173	255
157	258
48	265
231	265
170	269
103	270
51	276
26	282
203	284
173	285
47	295
217	296
75	297
188	297
89	302
115	302
164	305
141	307
44	309
116	312
217	313
74	323
