37	62
159	63
196	63
134	67
186	71
151	81
171	82
129	83
196	86
81	87
53	89
171	93
205	93
43	95
117	97
189	98
153	102
83	105
142	116
210	118
123	120
107	123
58	127
83	128
134	130
43	135
119	138
54	140
139	161
38	164
159	164
91	172
64	174
160	192
38	193
196	202
186	204
83	211
59	212
171	213
172	219
180	222
65	226
82	226
42	228
206	228
138	230
104	231
172	240
63	241
195	243
186	244
105	245
83	251
200	255
42	258
117	265
97	269
62	274
84	275
39	293
159	294
82	301
65	303
117	306
