128	29
96	31
178	33
97	46
148	47
70	48
129	50
199	65
41	69
185	70
157	72
130	84
30	93
132	93
140	110
34	111
133	115
211	118
122	120
55	132
44	134
199	135
147	136
162	136
78	138
103	147
137	147
35	148
215	149
61	154
36	158
184	160
55	165
69	165
217	170
193	171
173	173
98	177
120	178
152	182
58	185
115	186
140	188
94	189
80	198
167	199
194	200
39	203
151	208
52	213
208	218
93	224
113	225
60	227
37	232
80	233
62	236
38	244
57	252
34	254
52	262
64	288
48	290
95	293
148	301
107	308
49	313
77	324
91	326
180	327
