228	38
47	48
116	48
183	48
143	50
230	53
209	70
126	73
150	74
55	76
179	81
125	82
229	88
57	93
205	96
229	98
178	109
148	111
76	112
212	112
204	122
185	123
44	130
65	131
109	132
127	137
82	140
212	140
143	145
157	148
175	148
62	150
206	153
87	154
237	155
208	161
133	165
34	169
148	174
106	176
125	176
69	178
230	182
82	187
144	194
181	199
213	201
160	202
49	205
131	205
105	211
161	215
69	222
132	224
216	225
180	226
123	228
49	230
90	232
170	234
104	239
206	241
93	243
121	247
146	247
187	247
132	248
165	248
59	253
85	253
209	255
92	265
175	265
213	267
215	281
34	283
100	283
128	283
34	294
128	295
92	301
182	301
168	302
68	303
237	304
220	308
172	314
63	322
116	326
185	327
