137	29
198	30
36	35
90	37
205	42
155	45
138	46
180	49
99	50
194	52
79	60
145	70
197	71
159	72
81	73
181	74
34	78
95	78
130	87
198	91
183	95
66	97
59	101
32	104
148	105
103	106
201	115
61	117
114	118
78	126
173	126
156	128
203	128
35	130
185	132
103	143
159	146
160	160
83	163
146	163
44	164
119	166
102	170
185	170
174	178
201	188
59	194
126	197
99	228
148	230
74	231
75	238
111	239
58	247
199	257
42	259
129	260
61	271
155	274
199	274
79	276
152	284
181	285
158	296
97	300
62	306
178	306
137	307
36	308
87	311
121	311
82	320
103	322
132	322
37	323
