191	29
109	34
26	38
209	38
194	44
134	46
115	50
32	52
195	56
133	60
45	62
166	67
136	76
151	80
195	83
100	91
38	93
153	93
171	97
135	99
27	103
100	107
194	111
149	114
101	127
126	132
35	133
91	136
156	139
113	147
153	147
195	147
25	148
134	153
82	160
161	163
168	169
50	170
157	177
86	180
211	190
37	196
150	196
184	196
122	198
60	206
93	207
41	216
169	218
150	223
208	226
58	227
92	235
160	240
61	249
160	252
38	253
77	253
101	253
129	256
43	262
145	264
155	274
54	275
132	277
208	282
28	287
126	289
106	294
180	295
160	296
125	307
181	307
162	309
168	325
