35	31
72	36
207	43
58	44
90	55
42	58
100	60
77	61
165	62
193	66
202	67
111	70
85	71
124	72
60	75
107	78
141	86
123	93
25	95
79	98
141	102
85	112
184	117
32	118
165	120
46	132
101	136
180	139
75	143
98	148
130	149
50	158
139	161
201	164
191	165
74	166
130	176
140	176
77	181
192	181
131	186
138	186
151	193
191	197
58	198
218	199
74	200
131	200
138	201
108	208
188	210
138	211
130	212
72	215
85	215
220	222
130	226
206	226
151	227
72	230
202	234
188	235
138	238
75	239
50	245
160	250
204	250
134	253
93	256
229	256
75	260
158	262
213	262
135	265
188	269
134	273
209	277
51	279
92	283
135	285
169	287
42	292
73	293
56	298
166	302
221	308
135	311
60	324
