29	40
192	44
165	46
138	51
195	60
69	62
29	64
92	73
137	74
194	75
61	76
215	80
130	84
111	85
195	85
96	86
161	88
81	90
61	100
215	102
165	105
147	107
195	109
74	121
32	122
168	122
119	123
213	131
195	146
118	149
165	155
50	158
103	163
80	164
34	168
138	170
169	171
195	175
42	193
68	196
113	200
50	205
150	206
31	224
151	225
170	233
190	237
34	245
68	249
131	250
108	252
216	256
77	257
148	258
106	263
37	264
54	264
184	265
124	267
150	276
118	280
73	288
90	288
151	291
32	293
91	298
166	301
78	304
116	304
180	304
176	312
58	319
210	319
100	320
183	326
