114	27
114	34
134	43
47	44
108	44
158	44
35	46
83	58
192	62
173	64
45	71
34	72
132	73
54	82
141	88
201	90
88	93
135	98
46	100
79	109
197	113
56	114
89	115
149	115
106	119
195	120
179	121
52	125
37	127
76	135
48	137
94	137
198	142
177	143
120	146
51	148
79	160
212	163
30	164
39	164
96	164
57	166
139	166
153	169
102	175
205	175
172	178
138	180
57	183
89	184
161	185
38	188
76	190
211	194
66	203
179	205
202	205
75	209
145	209
131	212
100	215
53	216
120	227
188	229
62	232
207	239
71	240
125	241
98	242
147	245
31	246
131	251
58	253
83	255
109	257
69	261
173	261
135	264
84	265
48	267
167	269
159	272
57	280
193	285
81	288
32	289
142	290
176	290
117	293
161	298
42	303
41	314
148	314
191	317
80	318
