81	27
148	30
56	37
113	37
218	40
203	42
183	46
181	53
237	55
102	56
221	60
64	63
206	69
186	73
93	74
239	79
49	84
206	87
219	96
230	96
92	98
173	99
72	100
34	102
109	102
121	102
50	107
193	107
217	110
130	111
120	116
78	119
42	125
125	127
197	127
184	128
156	133
97	142
200	145
130	146
213	149
188	150
67	154
37	155
171	156
236	159
147	171
61	172
190	174
173	176
30	186
136	187
225	187
60	192
195	192
205	195
173	199
236	205
198	206
143	210
57	215
213	215
43	217
152	219
162	224
40	229
57	229
193	237
178	241
218	242
59	253
136	253
43	254
151	257
117	258
232	259
211	261
110	265
39	267
72	270
175	272
191	273
137	279
157	281
55	282
90	284
115	285
37	287
193	289
219	289
179	295
81	298
222	302
60	304
140	305
160	313
33	316
102	319
112	319
141	319
208	320
186	321
47	322
