87	28
177	28
236	28
104	29
122	30
138	31
70	36
139	41
114	43
90	46
185	46
153	63
165	68
226	77
153	79
170	82
148	99
236	120
219	122
71	127
91	129
197	132
63	133
49	135
117	137
171	140
207	146
147	149
108	158
30	161
176	161
103	169
165	169
218	170
88	178
142	179
126	181
212	184
27	188
123	196
218	199
57	202
101	203
139	203
166	205
92	215
103	215
32	225
146	226
49	227
203	235
115	236
64	237
82	241
160	248
195	250
25	279
60	284
185	300
220	306
193	308
84	318
158	320
103	321
116	321
138	321
172	322
187	322
219	322
