79	28
217	28
193	36
174	37
104	38
65	42
143	44
224	47
116	48
198	49
174	57
64	58
74	58
223	58
104	63
127	65
228	68
144	77
185	78
129	87
173	94
185	96
156	103
139	104
218	105
103	114
219	117
170	119
235	119
122	125
153	127
189	138
129	141
221	142
168	146
35	152
233	155
187	157
41	163
218	163
149	167
176	170
195	170
218	172
237	178
237	184
131	186
191	187
152	191
192	199
238	202
128	204
203	209
172	211
83	212
130	218
234	220
155	227
178	227
222	227
65	228
115	230
128	238
145	244
189	258
36	263
129	263
229	263
145	266
238	272
238	281
181	284
133	286
68	288
122	292
29	293
75	298
222	306
133	308
46	311
69	317
116	317
31	321
