130	28
229	35
73	41
154	42
101	43
129	43
169	43
191	45
166	63
83	65
126	65
212	66
149	68
110	79
95	85
199	85
124	86
139	86
173	86
215	87
80	88
232	89
214	97
118	99
221	111
102	115
191	118
25	132
38	133
216	133
185	143
101	145
29	149
52	152
49	161
93	172
185	174
61	176
122	177
65	184
214	198
122	201
233	204
192	208
102	210
81	211
220	211
58	213
231	255
217	257
203	262
130	266
235	267
183	271
178	283
187	287
83	288
45	294
98	306
132	306
61	307
39	309
111	309
167	317
125	318
145	318
94	319
234	323
74	324
162	327
