204	32
100	39
200	51
175	52
137	54
43	61
153	61
90	63
144	63
182	69
233	80
135	84
34	85
223	90
149	94
156	98
50	101
190	103
175	105
75	109
39	113
103	127
192	132
202	132
183	137
125	139
87	142
169	145
100	147
225	153
183	154
148	155
70	157
118	164
174	165
107	168
209	168
228	168
88	173
62	177
86	179
224	181
180	187
212	195
56	209
211	210
44	227
159	236
236	238
175	246
136	251
126	257
69	260
153	263
91	265
108	268
38	271
154	277
63	279
92	279
140	279
156	285
91	292
217	298
48	302
108	303
149	304
62	305
27	306
218	314
41	315
54	315
84	316
25	321
158	322
52	326
