60	37
36	47
101	54
119	65
81	72
36	75
104	82
135	85
94	88
36	95
152	97
66	100
136	107
167	109
133	115
36	118
88	119
114	119
206	120
124	128
139	128
154	128
36	130
165	132
208	134
61	135
232	138
91	139
72	143
158	144
108	147
227	151
200	152
33	154
63	161
146	162
77	166
86	168
113	169
204	174
221	174
160	182
103	187
119	196
46	204
239	204
200	205
107	209
174	210
152	215
29	233
73	261
168	265
194	272
161	275
113	277
79	283
106	293
188	296
63	301
30	304
74	304
221	306
80	314
172	320
110	321
