64	32
29	34
95	42
46	48
226	52
105	53
128	61
159	62
127	71
134	78
148	78
211	86
57	87
124	96
196	100
78	101
140	105
225	109
53	120
141	124
177	129
118	130
90	131
54	132
229	133
71	134
130	142
34	146
64	146
222	148
95	149
51	152
164	155
133	163
195	166
176	167
109	168
56	170
93	173
40	177
220	182
81	187
91	189
132	193
47	194
68	207
106	207
229	211
50	212
77	217
111	222
42	225
145	226
228	238
161	247
125	270
215	271
89	273
147	274
114	283
99	290
218	299
83	305
173	306
27	309
137	309
97	311
58	317
130	321
48	322
