67	27
172	36
86	40
114	40
135	44
68	46
182	54
38	56
117	57
81	60
159	63
71	65
178	69
125	71
204	76
148	78
173	83
122	85
95	86
123	96
82	97
165	103
177	104
204	104
69	105
115	105
138	110
184	121
65	123
162	124
123	135
135	143
114	145
183	146
62	149
83	151
121	156
135	159
164	160
98	163
214	163
198	164
127	176
62	177
139	180
47	192
168	197
77	199
138	199
212	202
171	210
162	218
36	219
62	225
135	228
180	228
32	232
169	238
201	239
140	243
56	248
126	252
209	254
79	261
178	262
147	263
46	264
108	265
211	266
188	272
213	276
130	283
197	291
189	298
145	300
135	306
114	308
82	312
198	312
94	323
84	324
130	324
