165	34
183	34
202	35
187	49
238	51
163	59
149	60
183	63
199	64
165	66
137	73
188	77
238	78
196	92
171	93
119	96
135	99
162	99
225	106
239	108
221	113
189	114
144	122
226	128
175	129
193	130
233	133
222	134
147	144
198	150
213	155
227	155
127	165
162	165
210	166
199	168
194	177
113	178
29	179
78	185
121	193
238	194
112	200
198	207
210	207
237	215
211	216
115	219
25	220
186	225
57	226
33	229
144	230
156	232
199	236
239	238
120	240
60	246
218	246
43	247
93	247
141	250
171	252
239	254
125	255
85	264
58	265
138	266
102	268
44	269
189	273
239	275
39	283
199	283
239	290
163	299
191	307
98	309
101	318
163	321
176	321
