47	26
171	32
205	33
216	34
178	35
194	45
47	48
144	48
29	69
116	72
101	74
132	76
161	82
39	85
123	90
65	91
89	96
157	99
143	111
66	114
108	121
56	124
86	129
167	132
114	135
64	137
130	139
43	142
106	144
170	144
90	151
181	153
159	155
70	156
90	160
202	160
45	163
133	166
63	168
57	179
28	184
92	190
96	201
138	201
188	201
112	202
215	202
164	206
115	214
215	214
93	215
55	216
203	220
40	221
166	223
55	229
129	232
39	237
165	237
191	238
154	242
55	248
55	262
216	262
42	265
205	268
129	269
100	273
55	275
187	276
157	277
130	281
40	283
178	284
57	290
206	295
186	296
41	299
64	304
95	313
189	318
67	319
40	323
