73	29
198	37
78	50
88	50
72	66
185	75
142	76
87	78
113	78
168	81
102	96
157	96
154	103
96	108
173	115
119	119
218	119
79	130
92	133
127	133
117	140
77	141
152	147
89	152
180	155
146	156
121	159
63	163
108	165
193	168
149	177
167	180
141	184
92	185
74	188
104	195
122	197
141	201
180	211
110	215
218	215
31	222
99	222
160	222
134	223
57	228
130	232
104	234
44	237
108	244
122	248
69	250
180	250
80	253
215	253
95	260
98	277
214	280
117	281
76	284
185	285
150	287
100	291
102	305
115	305
143	305
87	311
183	312
70	313
106	315
101	322
149	326
