76	28
108	40
58	53
37	55
160	58
79	73
66	84
101	85
157	101
49	113
27	116
154	120
102	123
146	134
211	143
91	145
153	153
49	156
95	156
76	167
99	169
54	170
137	174
149	185
73	195
97	196
218	199
37	200
72	205
148	205
171	205
50	213
217	215
193	216
72	218
172	224
53	228
217	229
145	230
66	233
199	233
49	235
113	235
80	236
139	240
28	242
194	248
217	249
148	251
50	252
111	252
133	252
72	261
88	263
106	264
48	265
132	265
195	266
160	271
124	278
150	281
72	282
45	291
113	291
32	302
72	304
109	310
150	313
51	315
162	321
34	323
