173	26
142	39
183	42
209	54
141	59
128	62
171	73
71	76
120	77
104	80
208	85
47	86
137	93
168	105
49	109
171	114
94	119
150	123
128	124
77	125
150	132
209	132
134	139
116	140
187	141
172	144
125	148
206	148
161	153
130	161
237	171
210	172
155	180
131	200
155	208
175	208
209	210
194	212
134	218
124	231
212	232
54	237
103	238
169	241
30	244
208	246
71	250
138	258
56	259
214	265
33	269
129	273
116	274
76	283
57	284
98	285
147	289
123	291
218	292
115	302
132	304
174	306
165	316
212	320
