38	61
160	61
198	62
135	65
171	68
185	68
208	79
130	82
154	82
82	85
56	86
196	86
207	92
44	93
119	94
194	97
154	100
177	100
84	103
205	111
108	112
212	112
143	114
124	117
60	126
84	126
135	128
44	134
120	136
139	158
38	162
160	162
92	170
65	172
109	179
38	191
160	191
198	198
171	199
186	201
60	210
85	210
170	212
184	220
66	224
83	225
136	225
43	226
105	229
207	229
170	234
190	235
65	238
106	243
124	248
83	249
200	254
213	254
43	256
118	263
55	264
99	267
159	269
63	273
85	273
40	291
160	292
86	300
67	302
107	303
118	304
132	304
