39	39
172	39
213	61
173	67
182	80
210	83
226	85
195	87
35	88
156	94
132	102
55	103
36	106
156	109
196	116
55	118
208	118
228	118
25	121
39	122
56	134
138	134
210	135
25	137
39	137
181	137
145	145
130	146
181	147
34	149
226	152
109	153
206	154
155	164
207	164
55	166
25	168
38	168
183	173
226	176
119	177
162	179
26	181
56	191
151	191
27	196
188	200
55	208
146	212
197	216
219	218
172	221
185	225
25	226
38	227
133	228
225	233
147	236
197	237
37	239
56	239
51	253
116	254
25	256
159	256
38	257
183	258
181	265
122	270
36	271
207	274
180	275
162	287
25	291
58	298
193	309
162	311
39	327
161	327
229	327
