43	25
114	27
158	32
113	34
149	41
108	43
134	43
47	44
193	44
35	46
66	49
194	56
81	59
98	63
33	68
45	71
132	72
110	79
54	82
194	83
164	85
141	88
75	94
135	99
46	100
79	109
193	113
89	114
55	115
149	115
104	120
194	121
51	123
26	127
191	134
76	135
49	137
93	138
119	145
51	148
193	148
79	160
213	163
30	164
96	164
57	166
140	166
153	168
102	175
206	175
172	178
138	180
56	183
88	185
183	186
39	188
77	190
210	195
66	203
183	204
145	209
130	213
77	214
47	217
104	220
120	227
184	227
62	233
207	239
98	241
124	242
31	245
147	245
131	251
58	252
83	254
108	257
70	261
174	261
84	264
135	264
55	267
167	268
158	272
57	281
82	287
32	289
140	290
176	290
117	294
161	298
42	302
40	313
120	313
148	314
79	318
192	320
