179	26
213	27
230	29
141	31
88	35
197	36
235	38
148	46
100	47
211	54
229	54
195	58
167	61
46	65
57	72
34	74
123	74
169	75
159	76
216	76
143	79
101	81
177	83
87	88
183	93
232	94
81	100
134	100
194	104
63	108
145	109
217	111
40	112
230	116
136	122
82	124
95	124
179	129
200	132
190	134
41	136
145	141
162	142
96	143
31	146
219	147
136	148
93	159
126	161
99	170
181	171
171	174
218	175
94	180
128	186
115	193
34	195
155	197
184	203
136	204
228	209
150	214
199	218
215	219
119	221
103	225
48	231
185	237
32	240
139	245
215	246
41	247
73	248
62	251
80	252
159	253
139	254
108	256
181	258
204	259
224	264
105	266
34	271
144	271
60	273
186	275
166	276
122	281
152	286
30	287
127	296
105	300
61	301
88	301
166	304
118	310
220	310
204	320
130	324
