205	26
176	28
147	31
112	34
36	37
195	39
150	40
94	43
65	44
182	45
142	57
116	58
101	61
164	64
37	68
206	68
186	69
134	72
216	72
226	73
57	75
103	75
169	75
184	81
106	87
91	99
228	100
144	102
42	103
196	103
133	105
114	111
162	113
206	117
199	118
45	123
25	128
152	128
100	130
124	136
206	137
227	138
184	141
99	144
32	146
87	146
113	147
46	149
168	152
187	152
64	158
115	171
196	172
228	174
176	182
137	183
117	185
146	188
218	188
36	192
106	195
188	199
59	202
152	202
201	203
33	206
71	207
43	208
185	221
170	222
123	231
153	232
192	234
211	240
89	243
133	248
182	249
103	250
202	261
88	263
128	265
205	270
156	273
188	279
132	289
109	291
239	291
83	293
143	305
221	307
191	310
126	311
86	315
107	320
136	322
157	326
