53	28
185	58
217	68
61	71
116	74
78	81
99	83
113	84
121	84
125	96
101	100
211	101
75	105
122	115
211	115
89	119
100	127
121	130
62	141
239	142
184	150
121	190
84	192
75	193
114	199
195	205
221	205
182	206
80	213
120	213
186	214
233	215
146	226
158	226
187	230
231	230
108	231
32	232
48	233
149	240
159	240
121	241
187	247
77	249
228	249
38	254
46	255
112	258
122	261
149	261
197	266
234	266
80	275
116	276
187	278
224	278
80	284
117	295
76	304
88	305
