62	35
182	37
72	38
170	43
41	44
136	44
84	47
172	56
92	59
201	63
182	67
35	71
120	85
139	91
91	96
145	107
49	111
154	113
101	122
101	129
117	129
43	130
50	138
80	144
44	147
48	156
71	158
116	164
37	171
100	173
92	177
128	178
198	203
104	204
42	216
144	219
57	222
182	226
145	231
63	236
92	236
125	250
151	251
29	254
178	255
160	260
50	261
194	270
91	274
173	274
75	282
198	282
204	295
46	299
29	301
159	306
101	308
119	308
194	317
69	319
170	323
