196	46
31	53
213	55
190	59
76	65
119	75
93	77
167	80
188	84
218	84
58	85
178	85
94	91
133	91
149	91
237	94
112	97
57	101
154	103
70	106
107	107
176	114
68	119
86	120
127	121
150	123
168	128
228	138
189	139
230	157
173	158
66	162
100	164
186	164
207	165
159	175
101	182
175	182
189	186
200	190
220	201
187	202
72	205
216	206
151	207
209	207
226	207
109	209
60	216
167	217
117	218
129	222
93	226
114	234
95	243
235	246
117	257
132	269
225	270
155	272
172	272
82	273
104	286
230	287
35	290
132	292
50	294
209	294
178	295
69	296
150	299
33	302
231	306
84	307
55	310
