118	37
141	38
35	48
78	49
179	49
162	61
124	65
145	67
89	68
41	69
64	79
116	80
91	87
54	94
145	99
88	100
169	104
111	106
47	107
85	112
104	112
132	113
121	117
68	125
86	125
178	126
149	127
156	136
134	140
98	144
188	145
62	148
120	148
84	149
141	157
201	164
216	164
45	166
60	173
77	173
93	174
134	181
118	182
36	183
158	187
133	189
205	189
43	192
110	192
152	199
93	200
69	201
42	202
139	205
172	207
194	208
36	219
95	225
109	227
152	227
198	231
183	232
123	233
34	239
218	240
72	242
164	242
205	242
145	244
96	247
122	252
66	254
180	266
26	275
189	277
61	285
135	296
60	298
182	313
79	320
129	320
45	321
115	324
179	326
150	327
