171	28
49	30
152	30
127	31
55	32
73	35
104	46
57	49
40	51
45	66
28	69
80	76
55	87
92	99
35	111
57	117
107	117
149	125
180	131
201	132
159	136
52	138
87	138
26	139
45	139
65	142
124	144
148	158
172	158
81	166
109	168
50	171
156	174
188	175
30	177
135	177
175	184
103	187
30	197
85	197
175	204
130	205
113	213
218	213
88	219
189	219
139	221
66	223
33	226
203	235
45	236
170	238
62	245
125	248
183	250
36	255
149	259
55	264
39	266
75	266
107	266
202	269
160	273
68	275
213	275
139	277
169	284
56	290
116	290
104	292
56	301
183	303
151	307
137	309
84	310
117	313
25	320
161	322
180	323
147	324
132	325
