210	51
167	56
91	58
172	64
135	68
117	69
101	74
210	75
173	77
84	78
25	80
131	81
216	82
169	92
103	95
128	95
84	98
68	100
149	112
172	116
123	119
25	122
82	123
123	129
207	130
92	141
209	159
43	166
101	168
216	169
71	171
180	173
104	177
130	180
213	182
43	187
157	188
180	188
69	189
99	191
109	191
130	192
209	198
46	200
131	202
75	203
100	204
161	204
180	204
46	212
120	213
88	214
183	215
167	225
131	226
153	229
99	232
108	232
46	233
70	233
209	235
161	238
100	240
78	245
69	247
122	250
181	251
97	253
209	254
131	259
100	262
75	264
209	271
161	275
77	276
129	276
100	278
108	279
173	288
160	289
131	290
209	294
