174	32
121	35
115	43
79	46
45	47
131	49
106	55
124	56
151	56
51	63
122	63
142	67
210	73
27	76
137	78
124	91
32	95
46	99
92	104
34	112
92	117
217	122
72	124
175	125
174	134
40	143
130	152
91	157
177	157
67	161
107	161
39	165
176	171
216	171
163	185
217	197
175	198
88	205
116	207
73	214
174	218
30	220
146	223
106	227
119	231
216	235
67	242
176	244
155	253
161	265
212	267
48	275
160	279
65	289
55	294
69	302
83	303
50	305
175	305
148	308
174	317
102	319
138	320
