36	32
46	34
157	47
75	52
125	59
141	59
51	66
78	68
109	71
231	72
147	80
161	81
143	86
204	86
90	87
48	89
166	95
75	98
94	103
34	107
173	108
51	116
78	116
207	116
38	117
91	123
36	129
52	129
206	130
140	132
100	137
236	137
115	139
83	142
179	152
217	155
95	159
157	163
42	166
56	166
143	168
126	170
81	175
138	175
61	183
114	186
139	186
36	189
197	196
207	196
85	199
33	200
49	200
166	213
113	214
197	217
49	219
85	223
57	229
132	234
153	234
91	240
178	251
113	256
38	258
163	263
133	267
53	270
107	272
91	273
237	278
56	281
177	282
142	283
92	287
219	296
122	305
160	306
98	308
222	309
91	323
104	324
128	324
150	325
183	325
